No.,Source,Destination,Version,Protocol,Length,Header Length,Total Length,Identification,TTL,Header Checksum,Attack
1164,161.79.200.204,192.168.198.130,4,ICMP,42,20,117,0x3002,128,0x0000,0
1165,106.57.212.255,192.168.198.130,4,ICMP,42,20,105,0x0760,116,0xb44e,0
1166,26.95.14.1,192.168.198.130,4,ICMP,42,20,52,0x9daf,105,0x97ea,0
1167,76.207.14.136,192.168.198.130,4,ICMP,42,20,40,0xad00,128,0x0000,0
1168,238.1.55.138,192.168.198.130,4,ICMP,42,20,40,0xaed4,115,0x2ccc,0
1169,156.27.238.3,192.168.198.130,4,ICMP,42,20,40,0xdaf0,128,0x0000,0
1170,244.25.198.247,192.168.198.130,4,ICMP,42,20,40,0x1b3d,128,0x0000,0
1171,213.23.34.123,192.168.198.130,4,ICMP,42,20,22,0x0000,11,0xf973,1
1172,90.223.89.27,192.168.198.130,4,ICMP,42,20,24,0x0000,12,0x5b7e,1
1173,50.55.200.245,192.168.198.130,4,ICMP,42,20,23,0x0000,11,0x897d,1
1174,88.228.6.234,192.168.198.130,4,ICMP,42,20,37,0x0000,21,0xaa13,1
1175,89.236.203.17,192.168.198.130,4,ICMP,42,20,39,0x0000,28,0xf6db,1
1176,201.216.76.47,192.168.198.130,4,ICMP,42,20,119,0x1b3d,128,0x0000,0
1177,115.164.83.147,192.168.198.130,4,ICMP,42,20,129,0xde5c,128,0x0000,0
1178,132.55.123.220,192.168.198.130,4,ICMP,42,20,310,0xac4f,118,0x2acc,0
1179,30.93.214.1,192.168.198.130,4,ICMP,42,20,114,0x017e,128,0x0000,0
1180,120.163.55.213,192.168.198.130,4,ICMP,42,20,197,0x0214,115,0xfa53,0
1181,55.236.198.234,192.168.198.130,6,ICMP,42,20,52,0xde5c,128,0x0000,0
1182,127.31.142.93,192.168.198.130,4,ICMP,42,20,780,0xac4f,118,0x2acc,0
1183,14.123.140.254,192.168.198.130,6,ICMP,42,20,40,0x017e,128,0x0000,0
1184,164.33.105.50,192.168.198.130,4,ICMP,42,20,143,0x0214,115,0xfa53,0
1185,224.115.247.94,192.168.198.130,4,ICMP,42,20,71,0xe22f,56,0xf706,0
1186,34.14.143.18,192.168.198.130,4,ICMP,42,20,28,0x0000,12,0x1918,1
1187,220.20.1.82,192.168.198.130,4,ICMP,42,20,27,0x0000,2,0x4243,1
1188,76.31.69.136,192.168.198.130,4,ICMP,42,20,49,0x0000,13,0x14ba,1
1189,137.26.203.224,192.168.198.130,4,ICMP,42,20,64,0x0000,10,0x91ab,1
1190,223.140.9.210,192.168.198.130,4,ICMP,42,20,64,0x0000,5,oxaf3b,1
1191,6.106.55.132,192.168.198.130,4,ICMP,42,20,54,0x0000,8,0xv589,1
1192,70.146.227.90,192.168.198.130,4,ICMP,42,20,41,0x0000,9,0x21ee,1
1193,197.88.236.52,192.168.198.130,4,ICMP,42,20,32,0x0000,10,0x3189,1
1194,86.143.52.247,192.168.198.130,4,ICMP,42,20,29,0x0000,9,0x7f8f,1
1195,236.76.79.203,192.168.198.130,4,ICMP,42,20,35,0x0000,10,0xaa26,1
1196,164.229.33.46,192.168.198.130,4,ICMP,42,20,40,0x0fa5,128,0x0000,0
1197,224.27.154.255,192.168.198.130,4,ICMP,42,20,567,0x075e,116,0xb332,0
1198,70.206.105.121,192.168.198.130,6,ICMP,42,20,780,0x3002,128,0x0000,0
1199,161.10.108.230,192.168.198.130,4,ICMP,42,20,119,0x0760,116,0xb44e,0
1200,124.159.124.220,192.168.198.130,4,ICMP,42,20,78,0xd5ee,128,0x0000,0
1201,88.77.198.106,192.168.198.130,6,ICMP,42,20,52,0xacfc,128,0x0000,0
1202,254.200.231.163,192.168.198.130,4,ICMP,42,20,52,0xacfd,128,0x0000,0
1203,78.28.126.123,192.168.198.130,4,ICMP,42,20,52,0x4c53,104,0xea46,0
1204,31.203.173.88,192.168.198.130,4,ICMP,42,20,40,0xacfe,128,0x0000,0
1205,27.138.28.31,192.168.198.130,4,ICMP,42,20,557,0xacff,128,0x0000,0
1206,136.31.214.27,192.168.198.130,4,ICMP,42,20,40,0x0000,13,0xcd85,1
1207,216.97.159.129,192.168.198.130,4,ICMP,42,20,55,0x0000,36,oxc106,1
1208,203.26.55.183,192.168.198.130,4,ICMP,42,20,40,0x0000,64,ox429d,1
1209,40.227.24.142,192.168.198.130,4,ICMP,42,20,36,0x0000,55,ox4829,1
1210,108.109.9.93,192.168.198.130,4,ICMP,42,20,38,0x0000,64,ox3041,1
1211,204.146.137.160,192.168.198.130,4,ICMP,42,20,345,0xe22f,56,0xf706,0
1212,66.239.129.234,192.168.198.130,4,ICMP,42,20,220,0x0fa5,128,0x0000,0
1213,163.215.31.41,192.168.198.130,4,ICMP,42,20,116,0x075e,116,0xb332,0
1214,247.29.92.193,192.168.198.130,4,ICMP,42,20,117,0x3002,128,0x0000,0
1215,3.93.92.210,192.168.198.130,4,ICMP,42,20,105,0x0760,116,0xb44e,0
1216,14.178.124.234,192.168.198.130,4,ICMP,42,20,52,0x9daf,105,0x97ea,0
1217,217.59.112.108,192.168.198.130,4,ICMP,42,20,40,0xad00,128,0x0000,0
1218,140.109.147.238,192.168.198.130,4,ICMP,42,20,40,0xaed4,115,0x2ccc,0
1219,161.230.4.55,192.168.198.130,4,ICMP,42,20,40,0xdaf0,128,0x0000,0
1220,55.231.244.115,192.168.198.130,4,ICMP,42,20,40,0x1b3d,128,0x0000,0
1221,107.20.227.122,192.168.198.130,4,ICMP,42,20,22,0x0000,11,0xf973,1
1222,154.214.27.84,192.168.198.130,4,ICMP,42,20,24,0x0000,12,0x5b7e,1
1223,238.255.203.217,192.168.198.130,4,ICMP,42,20,23,0x0000,11,0x897d,1
1224,123.207.247.138,192.168.198.130,4,ICMP,42,20,31,0x0000,21,0xaa13,1
1225,150.115.224.244,192.168.198.130,4,ICMP,42,20,36,0x0000,28,0xf6db,1
1226,163.46.76.216,192.168.198.130,4,ICMP,42,20,119,0x1b3d,128,0x0000,0
1227,183.156.95.246,192.168.198.130,4,ICMP,42,20,129,0xde5c,128,0x0000,0
1228,227.109.207.120,192.168.198.130,4,ICMP,42,20,90,0xac4f,118,0x2acc,0
1229,255.25.215.9,192.168.198.130,4,ICMP,42,20,110,0x017e,128,0x0000,0
1230,200.4.247.89,192.168.198.130,4,ICMP,42,20,287,0x0214,115,0xfa53,0
1231,33.147.171.58,192.168.198.130,4,ICMP,42,20,52,0xde5c,128,0x0000,0
1232,245.228.62.1,192.168.198.130,4,ICMP,42,20,78,0xac4f,118,0x2acc,0
1233,205.229.12.12,192.168.198.130,4,ICMP,42,20,40,0x017e,128,0x0000,0
1234,69.49.34.19,192.168.198.130,4,ICMP,42,20,143,0x0214,115,0xfa53,0
1235,164.82.120.33,192.168.198.130,4,ICMP,42,20,71,0xe22f,56,0xf706,0
1236,49.210.89.27,192.168.198.130,4,ICMP,42,20,28,0x0000,18,0x1918,1
1237,124.227.0.52,192.168.198.130,4,ICMP,42,20,27,0x0000,17,0x4243,1
1238,121.1.235.47,192.168.198.130,4,ICMP,42,20,26,0x0000,16,0x14ba,1
1239,4.212.123.96,192.168.198.130,4,ICMP,42,20,25,0x0000,15,0x91ab,1
1240,220.178.229.82,192.168.198.130,4,ICMP,42,20,24,0x0000,14,oxaf3b,1
1241,136.50.123.108,192.168.198.130,4,ICMP,42,20,30,0x0000,15,0xv589,1
1242,247.123.55.120,192.168.198.130,4,ICMP,42,20,29,0x0000,5,0x21ee,1
1243,59.117.155.115,192.168.198.130,4,ICMP,42,20,40,0x0000,11,0x3189,1
1244,187.26.9.234,192.168.198.130,4,ICMP,42,20,36,0x0000,67,0x7f8f,1
1245,215.93.216.155,192.168.198.130,4,ICMP,42,20,38,0x0000,22,0xaa26,1
1246,205.198.33.69,192.168.198.130,4,ICMP,42,20,40,0x0fa5,128,0x0000,0
1247,164.97.78.220,192.168.198.130,4,ICMP,42,20,389,0x075e,116,0xb332,0
1248,115.101.236.46,192.168.198.130,4,ICMP,42,20,40,0x3002,128,0x0000,0
1249,117.98.89.142,192.168.198.130,4,ICMP,42,20,103,0x0760,116,0xb44e,0
1250,163.79.202.240,192.168.198.130,4,ICMP,42,20,52,0xd5ee,128,0x0000,0
1251,210.45.183.224,192.168.198.130,4,ICMP,42,20,52,0xacfc,128,0x0000,0
1252,156.4.224.7,192.168.198.130,4,ICMP,42,20,52,0xacfd,128,0x0000,0
1253,79.100.244.199,192.168.198.130,4,ICMP,42,20,52,0x4c53,104,0xea46,0
1254,19.147.49.216,192.168.198.130,4,ICMP,42,20,40,0xacfe,128,0x0000,0
1255,198.140.236.31,192.168.198.130,4,ICMP,42,20,557,0xacff,128,0x0000,0
1256,163.187.164.234,192.168.198.130,4,ICMP,42,20,40,0x0000,13,0xcd85,1
1257,62.127.194.216,192.168.198.130,4,ICMP,42,20,55,0x0000,36,oxc106,1
1258,107.12.109.239,192.168.198.130,4,ICMP,42,20,40,0x0000,64,ox429d,1
1259,29.230.172.6,192.168.198.130,4,ICMP,42,20,36,0x0000,55,ox4829,1
1260,132.223.193.14,192.168.198.130,4,ICMP,42,20,38,0x0000,64,ox3041,1
1261,146.33.41.163,192.168.198.130,4,ICMP,42,20,345,0xe22f,56,0xf706,0
1262,255.234.50.124,192.168.198.130,4,ICMP,42,20,220,0x0fa5,128,0x0000,0
1263,204.171.26.18,192.168.198.130,4,ICMP,42,20,116,0x075e,116,0xb332,0
1264,120.105.227.89,192.168.198.130,4,ICMP,42,20,117,0x3002,128,0x0000,0
1265,160.234.155.89,192.168.198.130,4,ICMP,42,20,105,0x0760,116,0xb44e,0
1266,45.41.149.37,192.168.198.130,4,ICMP,42,20,52,0x9daf,105,0x97ea,0
1267,244.255.97.26,192.168.198.130,4,ICMP,42,20,40,0xad00,128,0x0000,0
1268,31.255.230.89,192.168.198.130,4,ICMP,42,20,40,0xaed4,115,0x2ccc,0
1269,132.78.101.210,192.168.198.130,4,ICMP,42,20,40,0xdaf0,128,0x0000,0
1270,30.108.228.213,192.168.198.130,4,ICMP,42,20,40,0x1b3d,128,0x0000,0
1271,199.47.12.199,192.168.198.130,4,ICMP,42,20,22,0x0000,11,0xf973,1
1272,133.100.218.173,192.168.198.130,4,ICMP,42,20,24,0x0000,12,0x5b7e,1
1273,33.88.234.183,192.168.198.130,4,ICMP,42,20,23,0x0000,11,0x897d,1
1274,30.131.150.25,192.168.198.130,4,ICMP,42,20,37,0x0000,21,0xaa13,1
1275,20.161.229.150,192.168.198.130,4,ICMP,42,20,39,0x0000,28,0xf6db,1
1276,241.26.163.252,192.168.198.130,4,ICMP,42,20,119,0x1b3d,128,0x0000,0
1277,173.127.224.79,192.168.198.130,4,ICMP,42,20,129,0xde5c,128,0x0000,0
1278,95.132.124.205,192.168.198.130,4,ICMP,42,20,310,0xac4f,118,0x2acc,0
1279,66.228.25.255,192.168.198.130,4,ICMP,42,20,114,0x017e,128,0x0000,0
1280,161.215.113.31,192.168.198.130,4,ICMP,42,20,197,0x0214,115,0xfa53,0
1281,134.47.158.147,192.168.198.130,6,ICMP,42,20,52,0xde5c,128,0x0000,0
1282,231.25.112.108,192.168.198.130,4,ICMP,42,20,780,0xac4f,118,0x2acc,0
1283,238.55.45.24,192.168.198.130,6,ICMP,42,20,40,0x017e,128,0x0000,0
1284,90.216.199.158,192.168.198.130,4,ICMP,42,20,143,0x0214,115,0xfa53,0
1285,194.217.74.236,192.168.198.130,4,ICMP,42,20,71,0xe22f,56,0xf706,0
1286,254.109.203.193,192.168.198.130,4,ICMP,42,20,28,0x0000,12,0x1918,1
1287,79.234.207.216,192.168.198.130,4,ICMP,42,20,27,0x0000,2,0x4243,1
1288,230.220.121.202,192.168.198.130,4,ICMP,42,20,49,0x0000,13,0x14ba,1
1289,143.155.127.66,192.168.198.130,4,ICMP,42,20,64,0x0000,10,0x91ab,1
1290,247.123.161.66,192.168.198.130,4,ICMP,42,20,64,0x0000,5,oxaf3b,1
1291,40.89.240.31,192.168.198.130,4,ICMP,42,20,54,0x0000,8,0xv589,1
1292,201.31.144.117,192.168.198.130,4,ICMP,42,20,41,0x0000,9,0x21ee,1
1293,230.236.40.17,192.168.198.130,4,ICMP,42,20,32,0x0000,10,0x3189,1
1294,173.37.155.101,192.168.198.130,4,ICMP,42,20,29,0x0000,9,0x7f8f,1
1295,3.107.92.76,192.168.198.130,4,ICMP,42,20,35,0x0000,10,0xaa26,1
1296,231.155.40.223,192.168.198.130,4,ICMP,42,20,40,0x0fa5,128,0x0000,0
1297,89.252.49.123,192.168.198.130,4,ICMP,42,20,567,0x075e,116,0xb332,0
1298,126.23.55.131,192.168.198.130,6,ICMP,42,20,780,0x3002,128,0x0000,0
1299,36.171.7.52,192.168.198.130,4,ICMP,42,20,119,0x0760,116,0xb44e,0
1300,27.171.146.122,192.168.198.130,4,ICMP,42,20,78,0xd5ee,128,0x0000,0
1301,220.240.150.31,192.168.198.130,6,ICMP,42,20,52,0xacfc,128,0x0000,0
1302,39.57.193.26,192.168.198.130,4,ICMP,42,20,52,0xacfd,128,0x0000,0
1303,30.31.156.88,192.168.198.130,4,ICMP,42,20,52,0x4c53,104,0xea46,0
1304,27.136.234.52,192.168.198.130,4,ICMP,42,20,40,0xacfe,128,0x0000,0
1305,198.128.122.74,192.168.198.130,4,ICMP,42,20,557,0xacff,128,0x0000,0
1306,70.215.86.58,192.168.198.130,4,ICMP,42,20,40,0x0000,13,0xcd85,1
1307,69.220.183.205,192.168.198.130,4,ICMP,42,20,55,0x0000,36,oxc106,1
1308,50.173.20.67,192.168.198.130,4,ICMP,42,20,40,0x0000,64,ox429d,1
1309,161.212.220.20,192.168.198.130,4,ICMP,42,20,36,0x0000,55,ox4829,1
1310,232.200.155.47,192.168.198.130,4,ICMP,42,20,38,0x0000,64,ox3041,1
1311,197.6.246.245,192.168.198.130,4,ICMP,42,20,345,0xe22f,56,0xf706,0
1312,46.88.84.183,192.168.198.130,4,ICMP,42,20,220,0x0fa5,128,0x0000,0
1313,88.25.150.17,192.168.198.130,4,ICMP,42,20,116,0x075e,116,0xb332,0
1314,101.214.163.203,192.168.198.130,4,ICMP,42,20,117,0x3002,128,0x0000,0
1315,88.98.78.41,192.168.198.130,4,ICMP,42,20,105,0x0760,116,0xb44e,0
1316,41.66.229.55,192.168.198.130,4,ICMP,42,20,52,0x9daf,105,0x97ea,0
1317,255.156.1.97,192.168.198.130,4,ICMP,42,20,40,0xad00,128,0x0000,0
1318,124.4.46.205,192.168.198.130,4,ICMP,42,20,40,0xaed4,115,0x2ccc,0
1319,254.207.247.220,192.168.198.130,4,ICMP,42,20,40,0xdaf0,128,0x0000,0
1320,255.164.49.27,192.168.198.130,4,ICMP,42,20,40,0x1b3d,128,0x0000,0
1321,46.88.187.207,192.168.198.130,4,ICMP,42,20,22,0x0000,11,0xf973,1
1322,60.241.25.250,192.168.198.130,4,ICMP,42,20,24,0x0000,12,0x5b7e,1
1323,27.146.34.201,192.168.198.130,4,ICMP,42,20,23,0x0000,11,0x897d,1
1324,50.55.236.74,192.168.198.130,4,ICMP,42,20,31,0x0000,21,0xaa13,1
1325,199.76.129.117,192.168.198.130,4,ICMP,42,20,36,0x0000,28,0xf6db,1
1326,247.37.78.34,192.168.198.130,4,ICMP,42,20,119,0x1b3d,128,0x0000,0
1327,144.220.31.255,192.168.198.130,4,ICMP,42,20,129,0xde5c,128,0x0000,0
1328,200.1.8.23,192.168.198.130,4,ICMP,42,20,90,0xac4f,118,0x2acc,0
1329,144.97.247.143,192.168.198.130,4,ICMP,42,20,110,0x017e,128,0x0000,0
1330,228.200.88.112,192.168.198.130,4,ICMP,42,20,287,0x0214,115,0xfa53,0
1331,255.199.99.128,192.168.198.130,4,ICMP,42,20,52,0xde5c,128,0x0000,0
1332,215.236.154.84,192.168.198.130,4,ICMP,42,20,78,0xac4f,118,0x2acc,0
1333,1.9.122.173,192.168.198.130,4,ICMP,42,20,40,0x017e,128,0x0000,0
1334,31.19.224.228,192.168.198.130,4,ICMP,42,20,143,0x0214,115,0xfa53,0
1335,99.187.220.133,192.168.198.130,4,ICMP,42,20,71,0xe22f,56,0xf706,0
1336,220.207.201.31,192.168.198.130,4,ICMP,42,20,28,0x0000,18,0x1918,1
1337,92.55.17.161,192.168.198.130,4,ICMP,42,20,27,0x0000,17,0x4243,1
1338,106.140.199.140,192.168.198.130,4,ICMP,42,20,26,0x0000,16,0x14ba,1
1339,14.59.178.70,192.168.198.130,4,ICMP,42,20,25,0x0000,15,0x91ab,1
1340,235.123.133.217,192.168.198.130,4,ICMP,42,20,24,0x0000,14,oxaf3b,1
1341,202.121.161.239,192.168.198.130,4,ICMP,42,20,30,0x0000,15,0xv589,1
1342,99.14.217.245,192.168.198.130,4,ICMP,42,20,29,0x0000,5,0x21ee,1
1343,31.79.187.203,192.168.198.130,4,ICMP,42,20,40,0x0000,11,0x3189,1
1344,122.17.146.55,192.168.198.130,4,ICMP,42,20,36,0x0000,67,0x7f8f,1
1345,24.214.96.31,192.168.198.130,4,ICMP,42,20,38,0x0000,22,0xaa26,1
1346,247.160.143.200,192.168.198.130,4,ICMP,42,20,40,0x0fa5,128,0x0000,0
1347,26.220.26.25,192.168.198.130,4,ICMP,42,20,389,0x075e,116,0xb332,0
1348,14.59.218.216,192.168.198.130,4,ICMP,42,20,40,0x3002,128,0x0000,0
1349,0.89.143.123,192.168.198.130,4,ICMP,42,20,103,0x0760,116,0xb44e,0
1350,31.205.50.8,192.168.198.130,4,ICMP,42,20,52,0xd5ee,128,0x0000,0
1351,77.94.247.123,192.168.198.130,4,ICMP,42,20,52,0xacfc,128,0x0000,0
1352,172.25.216.138,192.168.198.130,4,ICMP,42,20,52,0xacfd,128,0x0000,0
1353,83.194.70.142,192.168.198.130,4,ICMP,42,20,52,0x4c53,104,0xea46,0
1354,55.26.230.193,192.168.198.130,4,ICMP,42,20,40,0xacfe,128,0x0000,0
1355,101.1.216.138,192.168.198.130,4,ICMP,42,20,557,0xacff,128,0x0000,0
1356,224.234.3.232,192.168.198.130,4,ICMP,42,20,40,0x0000,13,0xcd85,1
1357,45.26.247.37,192.168.198.130,4,ICMP,42,20,55,0x0000,36,oxc106,1
1358,92.94.196.140,192.168.198.130,4,ICMP,42,20,40,0x0000,64,ox429d,1
1359,205.155.246.200,192.168.198.130,4,ICMP,42,20,36,0x0000,55,ox4829,1
1360,223.244.219.173,192.168.198.130,4,ICMP,42,20,38,0x0000,64,ox3041,1
1361,154.201.200.149,192.168.198.130,4,ICMP,42,20,345,0xe22f,56,0xf706,0
1362,143.223.84.34,192.168.198.130,4,ICMP,42,20,220,0x0fa5,128,0x0000,0
1363,26.90.205.238,192.168.198.130,4,ICMP,42,20,116,0x075e,116,0xb332,0
1364,173.31.234.105,192.168.198.130,4,ICMP,42,20,117,0x3002,128,0x0000,0
1365,131.76.160.12,192.168.198.130,4,ICMP,42,20,105,0x0760,116,0xb44e,0
1366,200.27.123.70,192.168.198.130,4,ICMP,42,20,52,0x9daf,105,0x97ea,0
1367,83.37.194.106,192.168.198.130,4,ICMP,42,20,40,0xad00,128,0x0000,0
1368,163.70.124.143,192.168.198.130,4,ICMP,42,20,40,0xaed4,115,0x2ccc,0
1369,219.178.164.163,192.168.198.130,4,ICMP,42,20,40,0xdaf0,128,0x0000,0
1370,36.156.240.109,192.168.198.130,4,ICMP,42,20,40,0x1b3d,128,0x0000,0
1371,28.199.132.169,192.168.198.130,4,ICMP,42,20,22,0x0000,11,0xf973,1
1372,143.52.18.140,192.168.198.130,4,ICMP,42,20,24,0x0000,12,0x5b7e,1
1373,124.140.198.27,192.168.198.130,4,ICMP,42,20,23,0x0000,11,0x897d,1
1374,27.94.52.79,192.168.198.130,4,ICMP,42,20,37,0x0000,21,0xaa13,1
1375,244.10.55.49,192.168.198.130,4,ICMP,42,20,39,0x0000,28,0xf6db,1
1376,215.183.86.247,192.168.198.130,4,ICMP,42,20,119,0x1b3d,128,0x0000,0
1377,84.163.187.202,192.168.198.130,4,ICMP,42,20,129,0xde5c,128,0x0000,0
1378,234.216.216.55,192.168.198.130,4,ICMP,42,20,310,0xac4f,118,0x2acc,0
1379,238.124.26.131,192.168.198.130,4,ICMP,42,20,114,0x017e,128,0x0000,0
1380,199.97.196.193,192.168.198.130,4,ICMP,42,20,197,0x0214,115,0xfa53,0
1381,59.34.123.171,192.168.198.130,4,ICMP,42,20,52,0xde5c,128,0x0000,0
1382,96.3.236.82,192.168.198.130,6,ICMP,42,20,780,0xac4f,118,0x2acc,0
1383,238.244.83.10,192.168.198.130,4,ICMP,42,20,40,0x017e,128,0x0000,0
1384,45.19.31.127,192.168.198.130,6,ICMP,42,20,143,0x0214,115,0xfa53,0
1385,223.88.161.217,192.168.198.130,4,ICMP,42,20,71,0xe22f,56,0xf706,0
1386,149.10.62.246,192.168.198.130,4,ICMP,42,20,28,0x0000,12,0x1918,1
1387,100.88.46.215,192.168.198.130,4,ICMP,42,20,27,0x0000,2,0x4243,1
1388,219.4.216.183,192.168.198.130,4,ICMP,42,20,49,0x0000,13,0x14ba,1
1389,88.9.14.92,192.168.198.130,4,ICMP,42,20,64,0x0000,10,0x91ab,1
1390,94.200.106.57,192.168.198.130,4,ICMP,42,20,64,0x0000,5,oxaf3b,1
1391,31.93.60.9,192.168.198.130,4,ICMP,42,20,54,0x0000,8,0xv589,1
1392,78.229.131.19,192.168.198.130,4,ICMP,42,20,41,0x0000,9,0x21ee,1
1393,50.86.123.41,192.168.198.130,4,ICMP,42,20,32,0x0000,10,0x3189,1
1394,69.108.30.232,192.168.198.130,4,ICMP,42,20,29,0x0000,9,0x7f8f,1
1395,250.23.164.50,192.168.198.130,4,ICMP,42,20,35,0x0000,10,0xaa26,1
1396,245.17.205.123,192.168.198.130,4,ICMP,42,20,40,0x0fa5,128,0x0000,0
1397,105.239.14.230,192.168.198.130,4,ICMP,42,20,567,0x075e,116,0xb332,0
1398,216.27.142.234,192.168.198.130,4,ICMP,42,20,780,0x3002,128,0x0000,0
1399,46.132.23.106,192.168.198.130,6,ICMP,42,20,119,0x0760,116,0xb44e,0
1400,140.122.101.132,192.168.198.130,4,ICMP,42,20,78,0xd5ee,128,0x0000,0
1401,150.100.129.197,192.168.198.130,4,ICMP,42,20,52,0xacfc,128,0x0000,0
1402,34.34.109.218,192.168.198.130,6,ICMP,42,20,52,0xacfd,128,0x0000,0
1403,133.218.154.230,192.168.198.130,4,ICMP,42,20,52,0x4c53,104,0xea46,0
1404,52.137.122.140,192.168.198.130,4,ICMP,42,20,40,0xacfe,128,0x0000,0
1405,159.109.137.4,192.168.198.130,4,ICMP,42,20,557,0xacff,128,0x0000,0
1406,88.147.224.236,192.168.198.130,4,ICMP,42,20,40,0x0000,13,0xcd85,1
1407,163.156.248.40,192.168.198.130,4,ICMP,42,20,55,0x0000,36,oxc106,1
1408,82.122.127.82,192.168.198.130,4,ICMP,42,20,40,0x0000,64,ox429d,1
1409,86.124.90.165,192.168.198.130,4,ICMP,42,20,36,0x0000,55,ox4829,1
1410,204.143.107.27,192.168.198.130,4,ICMP,42,20,38,0x0000,64,ox3041,1
1411,99.82.214.246,192.168.198.130,4,ICMP,42,20,345,0xe22f,56,0xf706,0
1412,57.89.109.74,192.168.198.130,4,ICMP,42,20,220,0x0fa5,128,0x0000,0
1413,121.3.0.59,192.168.198.130,4,ICMP,42,20,116,0x075e,116,0xb332,0
1414,136.248.18.234,192.168.198.130,4,ICMP,42,20,117,0x3002,128,0x0000,0
1415,213.218.172.234,192.168.198.130,4,ICMP,42,20,105,0x0760,116,0xb44e,0
1416,213.123.113.4,192.168.198.130,4,ICMP,42,20,52,0x9daf,105,0x97ea,0
1417,131.88.79.214,192.168.198.130,4,ICMP,42,20,40,0xad00,128,0x0000,0
1418,197.165.107.28,192.168.198.130,4,ICMP,42,20,40,0xaed4,115,0x2ccc,0
1419,92.76.246.187,192.168.198.130,4,ICMP,42,20,40,0xdaf0,128,0x0000,0
1420,158.164.143.206,192.168.198.130,4,ICMP,42,20,40,0x1b3d,128,0x0000,0
1421,232.3.100.86,192.168.198.130,4,ICMP,42,20,22,0x0000,11,0xf973,1
1422,100.27.4.143,192.168.198.130,4,ICMP,42,20,24,0x0000,12,0x5b7e,1
1423,126.216.173.101,192.168.198.130,4,ICMP,42,20,23,0x0000,11,0x897d,1
1424,60.124.247.255,192.168.198.130,4,ICMP,42,20,31,0x0000,21,0xaa13,1
1425,97.232.50.131,192.168.198.130,4,ICMP,42,20,36,0x0000,28,0xf6db,1
1426,84.30.196.138,192.168.198.130,4,ICMP,42,20,119,0x1b3d,128,0x0000,0
1427,12.4.99.90,192.168.198.130,4,ICMP,42,20,129,0xde5c,128,0x0000,0
1428,217.132.146.70,192.168.198.130,4,ICMP,42,20,90,0xac4f,118,0x2acc,0
1429,9.66.156.194,192.168.198.130,4,ICMP,42,20,110,0x017e,128,0x0000,0
1430,101.99.234.223,192.168.198.130,4,ICMP,42,20,287,0x0214,115,0xfa53,0
1431,84.113.124.82,192.168.198.130,4,ICMP,42,20,52,0xde5c,128,0x0000,0
1432,24.230.20.244,192.168.198.130,4,ICMP,42,20,78,0xac4f,118,0x2acc,0
1433,223.101.24.26,192.168.198.130,4,ICMP,42,20,40,0x017e,128,0x0000,0
1434,26.100.26.246,192.168.198.130,4,ICMP,42,20,143,0x0214,115,0xfa53,0
1435,131.50.41.101,192.168.198.130,4,ICMP,42,20,71,0xe22f,56,0xf706,0
1436,241.224.12.246,192.168.198.130,4,ICMP,42,20,28,0x0000,18,0x1918,1
1437,247.155.89.146,192.168.198.130,4,ICMP,42,20,27,0x0000,17,0x4243,1
1438,78.218.47.4,192.168.198.130,4,ICMP,42,20,26,0x0000,16,0x14ba,1
1439,94.183.115.39,192.168.198.130,4,ICMP,42,20,25,0x0000,15,0x91ab,1
1440,10.247.82.234,192.168.198.130,4,ICMP,42,20,24,0x0000,14,oxaf3b,1
1441,220.82.111.96,192.168.198.130,4,ICMP,42,20,30,0x0000,15,0xv589,1
1442,88.247.131.26,192.168.198.130,4,ICMP,42,20,29,0x0000,5,0x21ee,1
1443,248.140.108.123,192.168.198.130,4,ICMP,42,20,40,0x0000,11,0x3189,1
1444,155.224.223.194,192.168.198.130,4,ICMP,42,20,36,0x0000,67,0x7f8f,1
1445,24.115.200.220,192.168.198.130,4,ICMP,42,20,38,0x0000,22,0xaa26,1
1446,146.215.199.20,192.168.198.130,4,ICMP,42,20,40,0x0fa5,128,0x0000,0
1447,112.113.187.142,192.168.198.130,4,ICMP,42,20,389,0x075e,116,0xb332,0
1448,220.234.4.163,192.168.198.130,4,ICMP,42,20,40,0x3002,128,0x0000,0
1449,1.212.143.23,192.168.198.130,4,ICMP,42,20,103,0x0760,116,0xb44e,0
1450,241.143.146.154,192.168.198.130,4,ICMP,42,20,52,0xd5ee,128,0x0000,0
1451,52.31.160.218,192.168.198.130,4,ICMP,42,20,52,0xacfc,128,0x0000,0
1452,210.206.34.124,192.168.198.130,4,ICMP,42,20,52,0xacfd,128,0x0000,0
1453,234.203.27.160,192.168.198.130,4,ICMP,42,20,52,0x4c53,104,0xea46,0
1454,20.101.212.40,192.168.198.130,4,ICMP,42,20,40,0xacfe,128,0x0000,0
1455,96.131.52.97,192.168.198.130,4,ICMP,42,20,557,0xacff,128,0x0000,0
1456,52.58.214.133,192.168.198.130,4,ICMP,42,20,40,0x0000,13,0xcd85,1
1457,245.105.214.14,192.168.198.130,4,ICMP,42,20,55,0x0000,36,oxc106,1
1458,83.1.78.106,192.168.198.130,4,ICMP,42,20,40,0x0000,64,ox429d,1
1459,123.154.67.9,192.168.198.130,4,ICMP,42,20,36,0x0000,55,ox4829,1
1460,234.250.89.133,192.168.198.130,4,ICMP,42,20,38,0x0000,64,ox3041,1
